id_pedido,produto,categoria,quantidade,valor_unitario,forma_pagamento,regiao,cep_cliente,data_pedido,valor_total
1427,Bicicleta Ergométrica,Esporte,1,899.9,Pix,Nordeste,07755782,2024-06-10,899.9
1505,Cafeteira Elétrica,Casa e Decoração,3,219.9,Cartão de Crédito,Sudeste,09704652,2024-06-10,659.7
1581,Smartwatch Fit,Eletrônicos,2,349.9,Cartão de Débito,Centro-Oeste,01589033,2024-06-10,699.8
1603,Camiseta Básica,Moda,3,49.9,Cartão de Débito,Sudeste,05489887,2024-06-11,149.7
1270,Mochila Executiva,Moda,3,159.9,Pix,Sul,03872387,2024-06-11,479.7
1299,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Crédito,Centro-Oeste,,2024-06-12,239.7
1143,Cafeteira Elétrica,Casa e Decoração,3,219.9,Cartão de Crédito,Norte,09882297,2024-06-12,659.7
1298,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Crédito,Centro-Oeste,05843265,2024-06-12,239.7
1098,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Crédito,Sul,05505639,2024-06-13,219.9
1075,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Norte,07274239,2024-06-13,1799.8
1055,Livro - Hábitos Atômicos,Livros,2,44.9,Boleto,Nordeste,05232348,2024-06-15,89.8
1531,Livro - Hábitos Atômicos,Livros,1,44.9,Boleto,Centro-Oeste,04276384,2024-06-15,44.9
1006,Bicicleta Ergométrica,Esporte,3,899.9,Cartão de Crédito,Sul,01525824,2024-06-15,2699.7
1110,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Nordeste,02443447,2024-06-15,349.9
1573,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Débito,Nordeste,08486614,2024-06-16,189.9
1202,Carregador Portátil,Eletrônicos,2,79.9,Pix,Centro-Oeste,09038233,2024-06-16,159.8
1446,Mochila Executiva,Moda,2,159.9,Boleto,Sul,03270594,2024-06-17,319.8
1069,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Nordeste,07561833,2024-06-17,44.9
1499,Bicicleta Ergométrica,Esporte,2,899.9,Pix,Nordeste,03744036,2024-06-18,1799.8
1469,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Débito,Centro-Oeste,01582661,2024-06-18,129.9
1304,Camiseta Básica,Moda,2,49.9,Boleto,Nordeste,01950004,2024-06-19,99.8
1028,Jogo de Panelas,Casa e Decoração,1,189.9,Pix,Sul,08239564,2024-06-19,189.9
1032,Mochila Executiva,Moda,1,159.9,Não informado,Sul,05371163,2024-06-19,159.9
1031,Mochila Executiva,Moda,1,159.9,Cartão de Débito,Sul,05371163,2024-06-19,159.9
1434,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Norte,07540268,2024-06-21,159.9
1122,Luminária de Mesa,Casa e Decoração,3,89.9,Boleto,Norte,07172157,2024-06-21,269.7
1322,Bicicleta Ergométrica,Esporte,3,899.9,Cartão de Crédito,Centro-Oeste,05072493,2024-06-22,2699.7
1111,Smartwatch Fit,Eletrônicos,1,349.9,Boleto,Sudeste,09363648,2024-06-22,349.9
1564,Livro - Hábitos Atômicos,Livros,2,44.9,Boleto,Sudeste,04569158,2024-06-23,89.8
1010,Bicicleta Ergométrica,Esporte,3,899.9,Cartão de Débito,Sul,08433003,2024-06-23,2699.7
1105,Mochila Executiva,Moda,2,159.9,Pix,Nordeste,02391904,2024-06-23,319.8
1027,Jogo de Panelas,Casa e Decoração,3,189.9,Pix,Norte,09004257,2024-06-24,569.7
1165,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Nordeste,01689294,2024-06-25,1799.8
1489,Livro - O Poder do Hábito,Livros,2,39.9,Cartão de Crédito,Norte,09362413,2024-06-25,79.8
1389,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Centro-Oeste,02972715,2024-06-26,1799.8
1621,Luminária de Mesa,Casa e Decoração,1,89.9,Pix,Sul,03757767,2024-06-27,89.9
1419,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Débito,Nordeste,03627070,2024-06-27,159.8
1181,Livro - O Poder do Hábito,Livros,3,39.9,Cartão de Débito,Norte,03086745,2024-06-27,119.7
1033,Tênis de Corrida,Esporte,2,259.9,Boleto,Sul,01387675,2024-06-28,519.8
1049,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Crédito,Sudeste,01508972,2024-06-28,129.9
1084,Jogo de Panelas,Casa e Decoração,2,189.9,Boleto,Norte,05106694,2024-06-29,379.8
1205,Smartwatch Fit,Eletrônicos,1,349.9,Pix,Centro-Oeste,01202298,2024-06-30,349.9
1417,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Sul,08992238,2024-07-01,39.9
1354,Tênis de Corrida,Esporte,1,259.9,Boleto,Sudeste,05671634,2024-07-01,259.9
1308,Camiseta Básica,Moda,2,49.9,Boleto,Centro-Oeste,01313233,2024-07-02,99.8
1309,Camiseta Básica,Moda,2,49.9,Boleto,Centro-Oeste,,2024-07-02,99.8
1356,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Centro-Oeste,08583456,2024-07-03,39.9
1131,Livro - O Poder do Hábito,Livros,2,39.9,Cartão de Crédito,Centro-Oeste,08702044,2024-07-03,79.8
1391,Mochila Executiva,Moda,1,159.9,Pix,Sul,09987269,2024-07-04,159.9
1560,Cafeteira Elétrica,Casa e Decoração,2,219.9,Cartão de Débito,Nordeste,08799997,2024-07-04,439.8
1529,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Cartão de Débito,Nordeste,06477631,2024-07-05,389.7
1430,Camiseta Básica,Moda,1,49.9,Boleto,Sul,05198830,2024-07-06,49.9
1141,Carregador Portátil,Eletrônicos,2,79.9,Pix,Sul,02858026,2024-07-06,159.8
1423,Luminária de Mesa,Casa e Decoração,1,89.9,Cartão de Crédito,Sudeste,04419671,2024-07-06,89.9
1280,Camiseta Básica,Moda,2,49.9,Cartão de Crédito,Nordeste,08204476,2024-07-08,99.8
1361,Tênis de Corrida,Esporte,1,259.9,Boleto,Norte,06918397,2024-07-08,259.9
1362,Tênis de Corrida,Esporte,1,259.9,Boleto,Norte,,2024-07-08,259.9
1091,Jogo de Panelas,Casa e Decoração,3,189.9,Cartão de Débito,Sul,06942101,2024-07-08,569.7
1101,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Crédito,Norte,06400686,2024-07-09,349.9
1254,Tênis de Corrida,Esporte,3,259.9,Cartão de Crédito,Norte,02565517,2024-07-09,779.7
1245,Bicicleta Ergométrica,Esporte,1,899.9,Pix,Sudeste,01480343,2024-07-09,899.9
1623,Livro - O Poder do Hábito,Livros,2,39.9,Cartão de Crédito,Nordeste,03519029,2024-07-10,79.8
1289,Mochila Executiva,Moda,2,159.9,Boleto,Sudeste,06097726,2024-07-10,319.8
1119,Smartwatch Fit,Eletrônicos,2,349.9,Pix,Sul,09624095,2024-07-11,699.8
1364,Smartwatch Fit,Eletrônicos,1,349.9,Boleto,Norte,07649361,2024-07-11,349.9
1120,Smartwatch Fit,Eletrônicos,2,349.9,Não informado,Sul,09624095,2024-07-11,699.8
1418,Tênis de Corrida,Esporte,3,259.9,Boleto,Nordeste,01646496,2024-07-12,779.7
1453,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Cartão de Débito,Norte,09784537,2024-07-13,389.7
1198,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Cartão de Débito,Sudeste,01154719,2024-07-13,259.8
1182,Cafeteira Elétrica,Casa e Decoração,2,219.9,Boleto,Centro-Oeste,06671158,2024-07-13,439.8
1206,Tênis de Corrida,Esporte,3,259.9,Pix,Nordeste,05397504,2024-07-13,779.7
1625,Smartwatch Fit,Eletrônicos,2,349.9,Pix,Sul,04933988,2024-07-14,699.8
1491,Livro - Hábitos Atômicos,Livros,2,44.9,Boleto,Sul,08780142,2024-07-14,89.8
1088,Livro - Hábitos Atômicos,Livros,2,44.9,Pix,Sudeste,04830482,2024-07-14,89.8
1140,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Norte,03513695,2024-07-15,39.9
1273,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Sul,07783504,2024-07-16,349.9
1343,Livro - Hábitos Atômicos,Livros,1,44.9,Pix,Sudeste,09468841,2024-07-16,44.9
1239,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Cartão de Débito,Norte,02163540,2024-07-16,259.8
1284,Luminária de Mesa,Casa e Decoração,1,89.9,Pix,Nordeste,09514469,2024-07-17,89.9
1451,Cafeteira Elétrica,Casa e Decoração,1,219.9,Boleto,Sul,04166231,2024-07-17,219.9
1582,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Norte,09037675,2024-07-18,159.9
1377,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Sudeste,03381482,2024-07-18,39.9
1219,Carregador Portátil,Eletrônicos,2,79.9,Pix,Nordeste,08501632,2024-07-19,159.8
1483,Camiseta Básica,Moda,1,49.9,Pix,Nordeste,08426499,2024-07-19,49.9
1602,Cafeteira Elétrica,Casa e Decoração,1,219.9,Pix,Nordeste,02478958,2024-07-20,219.9
1445,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Centro-Oeste,09531983,2024-07-20,259.9
1633,Bicicleta Ergométrica,Esporte,1,899.9,Boleto,Centro-Oeste,08539708,2024-07-21,899.9
1234,Livro - O Poder do Hábito,Livros,1,39.9,Boleto,Centro-Oeste,02494720,2024-07-21,39.9
1197,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Débito,Centro-Oeste,04984713,2024-07-22,189.9
1259,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Norte,05240939,2024-07-24,259.9
1318,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Nordeste,07319706,2024-07-24,44.9
1537,Bicicleta Ergométrica,Esporte,3,899.9,Boleto,Nordeste,05846244,2024-07-27,2699.7
1382,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Crédito,Norte,05821348,2024-07-27,129.9
1056,Tênis de Corrida,Esporte,1,259.9,Boleto,Centro-Oeste,09041458,2024-07-27,259.9
1557,Mochila Executiva,Moda,1,159.9,Pix,Centro-Oeste,03865569,2024-07-28,159.9
1593,Livro - O Poder do Hábito,Livros,2,39.9,Cartão de Crédito,Sul,07757273,2024-07-29,79.8
1449,Camiseta Básica,Moda,1,49.9,Pix,Centro-Oeste,,2024-07-30,49.9
1470,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Crédito,Norte,05904578,2024-07-30,1799.8
1448,Camiseta Básica,Moda,1,49.9,Pix,Centro-Oeste,05485155,2024-07-30,49.9
1471,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Crédito,Norte,,2024-07-30,1799.8
1456,Camiseta Básica,Moda,2,49.9,Cartão de Crédito,Sul,08433604,2024-07-30,99.8
1151,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Boleto,Nordeste,03353320,2024-07-31,259.8
1285,Bicicleta Ergométrica,Esporte,1,899.9,Cartão de Crédito,Sudeste,02654804,2024-07-31,899.9
1591,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Débito,Norte,03958902,2024-07-31,39.9
1169,Luminária de Mesa,Casa e Decoração,1,89.9,Boleto,Sudeste,07504806,2024-08-01,89.9
1432,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Crédito,Sul,01187649,2024-08-01,89.8
1170,Luminária de Mesa,Casa e Decoração,1,89.9,Boleto,Sudeste,,2024-08-01,89.9
1240,Camiseta Básica,Moda,2,49.9,Boleto,Centro-Oeste,02195017,2024-08-03,99.8
1096,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Cartão de Crédito,Centro-Oeste,08344796,2024-08-03,389.7
1600,Smartwatch Fit,Eletrônicos,2,349.9,Boleto,Nordeste,,2024-08-04,699.8
1599,Smartwatch Fit,Eletrônicos,2,349.9,Boleto,Nordeste,03374371,2024-08-04,699.8
1494,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Sul,09220275,2024-08-05,44.9
1576,Mochila Executiva,Moda,1,159.9,Pix,Norte,05472774,2024-08-05,159.9
1567,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sudeste,01308793,2024-08-05,259.9
1495,Livro - Hábitos Atômicos,Livros,1,44.9,Não informado,Sul,09220275,2024-08-05,44.9
1481,Mochila Executiva,Moda,1,159.9,Cartão de Débito,Norte,06826319,2024-08-06,159.9
1510,Smartwatch Fit,Eletrônicos,1,349.9,Pix,Nordeste,03653799,2024-08-06,349.9
1535,Jogo de Panelas,Casa e Decoração,3,189.9,Boleto,Sul,06362444,2024-08-07,569.7
1213,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Crédito,Nordeste,04637522,2024-08-08,79.9
1137,Smartwatch Fit,Eletrônicos,1,349.9,Boleto,Norte,05813328,2024-08-08,349.9
1080,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Débito,Norte,03950174,2024-08-08,189.9
1415,Smartwatch Fit,Eletrônicos,3,349.9,Boleto,Nordeste,02960405,2024-08-10,1049.7
1035,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Pix,Centro-Oeste,09379118,2024-08-10,259.8
1136,Mochila Executiva,Moda,3,159.9,Cartão de Débito,Nordeste,04060508,2024-08-13,479.7
1208,Carregador Portátil,Eletrônicos,1,79.9,Boleto,Nordeste,06253617,2024-08-13,79.9
1085,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Sul,02476931,2024-08-13,39.9
1383,Carregador Portátil,Eletrônicos,3,79.9,Cartão de Débito,Sul,06565984,2024-08-14,239.7
1606,Livro - O Poder do Hábito,Livros,3,39.9,Boleto,Sudeste,07564204,2024-08-15,119.7
1274,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Crédito,Nordeste,01328326,2024-08-19,219.9
1090,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Débito,Norte,03531906,2024-08-20,1799.8
1077,Cafeteira Elétrica,Casa e Decoração,2,219.9,Boleto,Centro-Oeste,03529076,2024-08-21,439.8
1246,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Crédito,Centro-Oeste,03734376,2024-08-21,159.8
1544,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Débito,Sul,05724981,2024-08-22,39.9
1413,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Norte,04415484,2024-08-23,259.9
1565,Luminária de Mesa,Casa e Decoração,2,89.9,Cartão de Crédito,Sul,01284491,2024-08-23,179.8
1610,Livro - O Poder do Hábito,Livros,1,39.9,Boleto,Sudeste,07570632,2024-08-24,39.9
1081,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Nordeste,01153920,2024-08-24,79.9
1411,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Crédito,Nordeste,02314863,2024-08-25,189.9
1042,Smartwatch Fit,Eletrônicos,1,349.9,Pix,Centro-Oeste,09270436,2024-08-25,349.9
1190,Livro - Hábitos Atômicos,Livros,2,44.9,Pix,Nordeste,05285368,2024-08-26,89.8
1440,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sudeste,07367676,2024-08-26,259.9
1441,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Sudeste,,2024-08-26,259.9
1629,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Débito,Nordeste,03434130,2024-08-27,219.9
1066,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Débito,Nordeste,09199552,2024-08-27,189.9
1536,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Centro-Oeste,09701403,2024-08-28,159.9
1497,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Crédito,Norte,06119627,2024-08-29,79.9
1498,Carregador Portátil,Eletrônicos,1,79.9,Não informado,Norte,06119627,2024-08-29,79.9
1160,Luminária de Mesa,Casa e Decoração,2,89.9,Boleto,Sudeste,08871174,2024-08-30,179.8
1135,Jogo de Panelas,Casa e Decoração,2,189.9,Boleto,Nordeste,06848882,2024-08-30,379.8
1279,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Centro-Oeste,08715500,2024-08-30,39.9
1215,Tênis de Corrida,Esporte,1,259.9,Cartão de Débito,Nordeste,02100307,2024-08-31,259.9
1287,Livro - Hábitos Atômicos,Livros,1,44.9,Pix,Sudeste,06535837,2024-08-31,44.9
1574,Mochila Executiva,Moda,1,159.9,Pix,Sul,01209690,2024-08-31,159.9
1396,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Crédito,Centro-Oeste,06483266,2024-08-31,129.9
1168,Camiseta Básica,Moda,3,49.9,Boleto,Nordeste,06262292,2024-08-31,149.7
1542,Bicicleta Ergométrica,Esporte,3,899.9,Boleto,Sul,06250361,2024-09-01,2699.7
1476,Camiseta Básica,Moda,1,49.9,Não informado,Nordeste,03347787,2024-09-04,49.9
1475,Camiseta Básica,Moda,1,49.9,Pix,Nordeste,03347787,2024-09-04,49.9
1439,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Sudeste,07170596,2024-09-04,1799.8
1073,Luminária de Mesa,Casa e Decoração,2,89.9,Boleto,Centro-Oeste,03369392,2024-09-04,179.8
1121,Camiseta Básica,Moda,1,49.9,Boleto,Sul,02264302,2024-09-05,49.9
1222,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Débito,Norte,09281668,2024-09-05,129.9
1230,Luminária de Mesa,Casa e Decoração,2,89.9,Cartão de Crédito,Sudeste,08511650,2024-09-06,179.8
1221,Mochila Executiva,Moda,1,159.9,Boleto,Norte,03733501,2024-09-06,159.9
1267,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Crédito,Sul,04584020,2024-09-08,219.9
1618,Camiseta Básica,Moda,3,49.9,Boleto,Norte,08208054,2024-09-08,149.7
1554,Bicicleta Ergométrica,Esporte,1,899.9,Cartão de Crédito,Nordeste,07513151,2024-09-08,899.9
1619,Camiseta Básica,Moda,3,49.9,Não informado,Norte,08208054,2024-09-08,149.7
1460,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Débito,Centro-Oeste,07719452,2024-09-09,1799.8
1612,Jogo de Panelas,Casa e Decoração,3,189.9,Cartão de Débito,Sul,04531843,2024-09-10,569.7
1588,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Sul,05907372,2024-09-11,39.9
1313,Jogo de Panelas,Casa e Decoração,1,189.9,Boleto,Nordeste,09571996,2024-09-11,189.9
1314,Jogo de Panelas,Casa e Decoração,1,189.9,Não informado,Nordeste,09571996,2024-09-11,189.9
1578,Smartwatch Fit,Eletrônicos,1,349.9,Boleto,Centro-Oeste,06356156,2024-09-12,349.9
1086,Bicicleta Ergométrica,Esporte,2,899.9,Boleto,Nordeste,08894990,2024-09-13,1799.8
1444,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Nordeste,07343911,2024-09-13,39.9
1543,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Crédito,Centro-Oeste,09714694,2024-09-13,89.8
1196,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Débito,Sul,02753940,2024-09-14,189.9
1433,Livro - Hábitos Atômicos,Livros,1,44.9,Boleto,Sudeste,07436994,2024-09-14,44.9
1571,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Débito,Nordeste,04033450,2024-09-15,129.9
1154,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Boleto,Sul,06781049,2024-09-15,259.8
1114,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Débito,Centro-Oeste,01616058,2024-09-16,79.9
1115,Smartwatch Fit,Eletrônicos,2,349.9,Cartão de Crédito,Centro-Oeste,04084329,2024-09-16,699.8
1247,Smartwatch Fit,Eletrônicos,3,349.9,Cartão de Crédito,Sul,01753483,2024-09-17,1049.7
1442,Mochila Executiva,Moda,2,159.9,Cartão de Crédito,Nordeste,08940887,2024-09-17,319.8
1144,Livro - O Poder do Hábito,Livros,1,39.9,Boleto,Sul,04878809,2024-09-17,39.9
1034,Jogo de Panelas,Casa e Decoração,3,189.9,Pix,Sudeste,02889898,2024-09-17,569.7
1178,Carregador Portátil,Eletrônicos,1,79.9,Cartão de Crédito,Centro-Oeste,03161525,2024-09-18,79.9
1224,Luminária de Mesa,Casa e Decoração,2,89.9,Cartão de Crédito,Nordeste,09898843,2024-09-18,179.8
1627,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Débito,Centro-Oeste,08805274,2024-09-19,44.9
1344,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Sul,09814546,2024-09-20,39.9
1572,Mochila Executiva,Moda,1,159.9,Cartão de Crédito,Nordeste,03025477,2024-09-20,159.9
1070,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Crédito,Norte,08569423,2024-09-20,89.8
1130,Cafeteira Elétrica,Casa e Decoração,3,219.9,Boleto,Nordeste,08032001,2024-09-20,659.7
1152,Mochila Executiva,Moda,1,159.9,Pix,Sul,08642125,2024-09-20,159.9
1395,Cafeteira Elétrica,Casa e Decoração,3,219.9,Pix,Centro-Oeste,05915256,2024-09-21,659.7
1125,Livro - Hábitos Atômicos,Livros,3,44.9,Pix,Sudeste,03626279,2024-09-21,134.7
1014,Livro - O Poder do Hábito,Livros,2,39.9,Boleto,Sul,02049346,2024-09-21,79.8
1015,Livro - O Poder do Hábito,Livros,2,39.9,Boleto,Sul,,2024-09-21,79.8
1158,Camiseta Básica,Moda,2,49.9,Boleto,Nordeste,06218166,2024-09-22,99.8
1363,Livro - Hábitos Atômicos,Livros,3,44.9,Pix,Nordeste,09918583,2024-09-23,134.7
1370,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Sul,02577181,2024-09-24,349.9
1421,Bicicleta Ergométrica,Esporte,1,899.9,Boleto,Norte,05638330,2024-09-25,899.9
1611,Camiseta Básica,Moda,1,49.9,Cartão de Débito,Centro-Oeste,02941229,2024-09-26,49.9
1263,Mochila Executiva,Moda,3,159.9,Cartão de Crédito,Centro-Oeste,06883491,2024-09-26,479.7
1553,Carregador Portátil,Eletrônicos,2,79.9,Pix,Sul,01369085,2024-09-26,159.8
1013,Bicicleta Ergométrica,Esporte,1,899.9,Cartão de Débito,Sul,09835773,2024-09-27,899.9
1306,Livro - Hábitos Atômicos,Livros,1,44.9,Cartão de Crédito,Sul,04707710,2024-09-28,44.9
1504,Cafeteira Elétrica,Casa e Decoração,2,219.9,Cartão de Débito,Centro-Oeste,05302148,2024-09-29,439.8
1515,Livro - O Poder do Hábito,Livros,1,39.9,Pix,Sudeste,08530778,2024-09-30,39.9
1516,Livro - O Poder do Hábito,Livros,1,39.9,Não informado,Sudeste,08530778,2024-09-30,39.9
1218,Smartwatch Fit,Eletrônicos,1,349.9,Pix,Sul,08496116,2024-10-01,349.9
1155,Livro - O Poder do Hábito,Livros,1,39.9,Cartão de Crédito,Centro-Oeste,03194903,2024-10-01,39.9
1243,Bicicleta Ergométrica,Esporte,1,899.9,Cartão de Crédito,Nordeste,08167747,2024-10-01,899.9
1025,Carregador Portátil,Eletrônicos,1,79.9,Pix,Sul,06718902,2024-10-02,79.9
1046,Jogo de Panelas,Casa e Decoração,2,189.9,Boleto,Centro-Oeste,04595279,2024-10-02,379.8
1227,Bicicleta Ergométrica,Esporte,2,899.9,Pix,Nordeste,05380975,2024-10-02,1799.8
1454,Fone de Ouvido Bluetooth,Eletrônicos,2,129.9,Cartão de Crédito,Norte,07347528,2024-10-02,259.8
1403,Livro - Hábitos Atômicos,Livros,2,44.9,Cartão de Débito,Sul,09835181,2024-10-03,89.8
1044,Jogo de Panelas,Casa e Decoração,1,189.9,Boleto,Sul,07275710,2024-10-03,189.9
1401,Smartwatch Fit,Eletrônicos,2,349.9,Cartão de Débito,Norte,02363106,2024-10-07,699.8
1414,Luminária de Mesa,Casa e Decoração,3,89.9,Pix,Centro-Oeste,05895203,2024-10-08,269.7
1381,Luminária de Mesa,Casa e Decoração,1,89.9,Pix,Nordeste,05530231,2024-10-08,89.9
1324,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Cartão de Débito,Sul,02291470,2024-10-08,129.9
1210,Tênis de Corrida,Esporte,3,259.9,Cartão de Débito,Sul,08183816,2024-10-08,779.7
1534,Camiseta Básica,Moda,2,49.9,Cartão de Crédito,Centro-Oeste,09548500,2024-10-10,99.8
1093,Camiseta Básica,Moda,1,49.9,Boleto,Sul,06383792,2024-10-10,49.9
1394,Smartwatch Fit,Eletrônicos,1,349.9,Não informado,Sul,03389819,2024-10-11,349.9
1393,Smartwatch Fit,Eletrônicos,1,349.9,Cartão de Débito,Sul,03389819,2024-10-11,349.9
1375,Tênis de Corrida,Esporte,2,259.9,Pix,Norte,08925259,2024-10-12,519.8
1187,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Débito,Sul,05177208,2024-10-12,1799.8
1479,Smartwatch Fit,Eletrônicos,2,349.9,Boleto,Norte,06739562,2024-10-13,699.8
1301,Luminária de Mesa,Casa e Decoração,3,89.9,Boleto,Nordeste,02463227,2024-10-13,269.7
1490,Fone de Ouvido Bluetooth,Eletrônicos,3,129.9,Pix,Sudeste,05623886,2024-10-13,389.7
1030,Tênis de Corrida,Esporte,1,259.9,Cartão de Débito,Norte,03532947,2024-10-13,259.9
1156,Mochila Executiva,Moda,2,159.9,Pix,Sudeste,07329516,2024-10-14,319.8
1342,Carregador Portátil,Eletrônicos,2,79.9,Cartão de Crédito,Sudeste,06668456,2024-10-14,159.8
1326,Livro - O Poder do Hábito,Livros,2,39.9,Cartão de Débito,Nordeste,06953845,2024-10-14,79.8
1368,Camiseta Básica,Moda,2,49.9,Pix,Sudeste,04548459,2024-10-15,99.8
1159,Bicicleta Ergométrica,Esporte,3,899.9,Cartão de Crédito,Nordeste,06427689,2024-10-15,2699.7
1223,Cafeteira Elétrica,Casa e Decoração,1,219.9,Boleto,Nordeste,01535281,2024-10-16,219.9
1482,Bicicleta Ergométrica,Esporte,2,899.9,Cartão de Débito,Sudeste,08464317,2024-10-17,1799.8
1450,Carregador Portátil,Eletrônicos,2,79.9,Boleto,Sul,01427367,2024-10-17,159.8
1533,Camiseta Básica,Moda,3,49.9,Boleto,Sudeste,08627469,2024-10-18,149.7
1023,Tênis de Corrida,Esporte,1,259.9,Cartão de Crédito,Norte,02343429,2024-10-18,259.9
1038,Luminária de Mesa,Casa e Decoração,2,89.9,Cartão de Crédito,Nordeste,05700215,2024-10-18,179.8
1570,Luminária de Mesa,Casa e Decoração,2,89.9,Cartão de Crédito,Norte,04555732,2024-10-18,179.8
1622,Tênis de Corrida,Esporte,2,259.9,Cartão de Crédito,Sul,09161693,2024-10-19,519.8
1060,Cafeteira Elétrica,Casa e Decoração,1,219.9,Cartão de Débito,Centro-Oeste,06582188,2024-10-20,219.9
1397,Livro - Hábitos Atômicos,Livros,2,44.9,Boleto,Nordeste,06818332,2024-10-21,89.8
1426,Luminária de Mesa,Casa e Decoração,3,89.9,Cartão de Débito,Centro-Oeste,02705170,2024-10-22,269.7
1113,Cafeteira Elétrica,Casa e Decoração,2,219.9,Pix,Nordeste,03473450,2024-10-23,439.8
1561,Fone de Ouvido Bluetooth,Eletrônicos,1,129.9,Pix,Centro-Oeste,03219365,2024-10-24,129.9
1496,Luminária de Mesa,Casa e Decoração,1,89.9,Cartão de Crédito,Sul,09624879,2024-10-24,89.9
1057,Tênis de Corrida,Esporte,3,259.9,Pix,Centro-Oeste,06419360,2024-10-24,779.7
1174,Jogo de Panelas,Casa e Decoração,1,189.9,Cartão de Crédito,Nordeste,06890709,2024-10-25,189.9
