id_pedido,produto,categoria,quantidade,valor_unitario,forma_pagamento,regiao,cep_cliente,data_pedido
1420,Livro - Hábitos Atômicos,LIVROS,1,44.90,Boleto,Sudeste,6965794,22-11-2024
1020,Fone de Ouvido Bluetooth,Eletrônicos,1,129.90,Cartão de Débito,Sul,7570924,26/03/24
1031,Mochila Executiva,Moda,1,159.90,Cartão de Débito,Sul,5371163,19/06/2024
1554,Bicicleta Ergométrica,ESPORTE,1,"R$ 899,90",Cartão de Crédito,Nordeste,7513151,08/09/24
1611,Camiseta Básica,Moda,1,49.90,Cartão de Débito,Centro-Oeste,2941229,2024-09-26
1000,Livro - O Poder do Hábito,Livros,1,"R$ 39,90",Boleto,Sudeste,9935089,20/05/2024
1308,Camiseta Básica, Moda,2,49.90,Boleto,Centro-Oeste,1313233,2024-07-02
1090,Bicicleta Ergométrica,esporte,2,"R$ 899,90",Cartão de Débito,Norte,3531906,20/08/2024
1106,Smartwatch Fit, Eletrônicos ,2,349.90,Cartão de Débito,Centro-Oeste,5475220,04/12/2024
1578,Smartwatch Fit,Eletrônicos,1,349.90,Boleto,Centro-Oeste,6356156,12/09/2024
1580,Bicicleta Ergométrica,ESPORTE,2,"R$ 899,90",,Centro-Oeste,9270267,13/04/2024
1367,Mochila Executiva,Moda,1,"R$ 159,90",Boleto,Sul,9399040,2024-01-23
1597,Bicicleta Ergométrica,Esporte,2,899.90,Pix,Centro-Oeste,2478243,06-12-2024
1069,Livro - Hábitos Atômicos,Livros,1,44.90,Cartão de Débito,Nordeste,7561833,17/06/2024
1305,Camiseta Básica,MODA,1,49.90,Cartão de Débito,Centro-Oeste,8029988,07/03/2024
1508,Smartwatch Fit,ELETRÔNICOS,1,349.90,Pix,Sul,1557024,22/04/2024
1302,Livro - Hábitos Atômicos, Livros,2,44.90,Cartão de Crédito,Centro-Oeste,1879887,30/05/2024
1145,Bicicleta Ergométrica,esporte,2,"R$ 899,90",Cartão de Débito,Centro-Oeste,9612420,14/02/2024
1380,Livro - Hábitos Atômicos,livros,3,44.90,Cartão de Crédito,Nordeste,7544361,01/01/24
1185,Mochila Executiva, Moda,1,159.90,Boleto,Centro-Oeste,9120048,01/02/24
,,,,,,,,
1373,Carregador Portátil,Eletronicos,2,"R$ 79,90",Cartão de Crédito,Norte,9561120,11/05/24
1337,Livro - O Poder do Hábito, Livros,2,"R$ 39,90",Pix,Sul,8259849,28-01-2024
1075,Bicicleta Ergométrica,ESPORTE,2,899.90,Boleto,Norte,7274239,13/06/24
1557,Mochila Executiva,Moda,1,159.90,Pix,Centro-Oeste,3865569,2024-07-28
1635,Carregador Portátil, Eletrônicos ,3,,Cartão de Débito,Nordeste,2435128,2024-12-10
1143,Cafeteira Elétrica,Casa e Decoração,3,219.90,Cartão de Crédito,Norte,9882297,2024-06-12
1283,Camiseta Básica,moda,1,"R$ 49,90",Cartão de Débito,Sudeste,8133206,2024-04-08
1355,Carregador Portátil, Eletrônicos ,3,"R$ 79,90",Pix,Nordeste,8017172,2024-10-26
1058,Luminária de Mesa,casa e decoracao,1,89.90,Boleto,Sul,4545756,02-03-2024
1497,Carregador Portátil,Eletrônicos,1,79.90,Cartão de Crédito,Norte,6119627,29-08-2024
1544,Livro - O Poder do Hábito,Livros,1,"R$ 39,90",Cartão de Débito,Sul,5724981,22/08/2024
1297,Livro - O Poder do Hábito, Livros,1,39.90,Pix,Sul,3456529,13/05/2024
1425,Bicicleta Ergométrica,Esporte,1,899.90,Boleto,Sul,9621672,2024-04-28
1411,Jogo de Panelas,CASA E DECORAÇÃO,1,189.90,Cartão de Crédito,Nordeste,2314863,2024-08-25
1077,Cafeteira Elétrica,Casa e Decoração,2,"R$ 219,90",Boleto,Centro-Oeste,3529076,21-08-2024
1015,Livro - O Poder do Hábito, Livros,2,39.90,Boleto,Sul,,2024-09-21
1233,Mochila Executiva,moda,3,159.90,Pix,Sul,5489095,08-03-2024
1224,Luminária de Mesa,CASA E DECORAÇÃO,2,"R$ 89,90",Cartão de Crédito,Nordeste,9898843,18/09/2024
1532,Mochila Executiva,moda,1,159.90,Cartão de Débito,Nordeste,3234468,08-11-2024
1057,Tênis de Corrida, Esporte ,3,"R$ 259,90",Pix,Centro-Oeste,6419360,24-10-2024
1549,Livro - Hábitos Atômicos,livros,2,"R$ 44,90",Boleto,Norte,1568681,13-05-2024
1253,Mochila Executiva, Moda,1,159.90,Boleto,Centro-Oeste,9061984,2024-04-15
1325,Livro - Hábitos Atômicos,Livros,2,"R$ 44,90",Cartão de Débito,Centro-Oeste,1587570,30/11/2024
,,,,,,,,
1632,Livro - O Poder do Hábito,LIVROS,2,"R$ 39,90",Boleto,Sul,4032080,15-05-2024
1603,Camiseta Básica,MODA,3,49.90,Cartão de Débito,Sudeste,5489887,11/06/24
1377,Livro - O Poder do Hábito,Livros,1,39.90,Cartão de Crédito,Sudeste,3381482,18/07/24
1070,Livro - Hábitos Atômicos,Livros,2,44.90,Cartão de Crédito,Norte,8569423,20-09-2024
1080,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Cartão de Débito,Norte,3950174,08/08/24
1206,Tênis de Corrida,esporte,3,"R$ 259,90",Pix,Nordeste,5397504,2024-07-13
1241,Camiseta Básica,MODA,2,,Boleto,Centro-Oeste,2195017,03/08/2024
1216,Smartwatch Fit,eletronicos,3,349.90,Boleto,Nordeste,7985981,04/05/24
1389,Bicicleta Ergométrica,Esporte,2,"R$ 899,90",Boleto,Centro-Oeste,2972715,26-06-2024
1246,Carregador Portátil,Eletrônicos,2,79.90,Cartão de Crédito,Centro-Oeste,3734376,21/08/2024
1522,Jogo de Panelas,Casa e Decoração,2,"R$ 189,90",Cartão de Crédito,Sudeste,2870509,2024-11-08
1130,Cafeteira Elétrica,Casa e Decoração,3,219.90,Boleto,Nordeste,8032001,2024-09-20
1195,Tênis de Corrida,ESPORTE,1,259.90,Cartão de Débito,Centro-Oeste,1257006,31/01/24
1256,Carregador Portátil,Eletrônicos,1,"R$ 79,90",Cartão de Débito,Nordeste,7660123,2024-02-24
1277,Carregador Portátil,Eletronicos,2,"R$ 79,90",Cartão de Crédito,Centro-Oeste,2435301,19/03/24
1630,Jogo de Panelas,Casa e Decoração,2,189.90,Cartão de Crédito,Norte,7961422,09-02-2024
1571,Fone de Ouvido Bluetooth,Eletrônicos,1,129.90,Cartão de Débito,Nordeste,4033450,15/09/2024
1260,Livro - O Poder do Hábito,LIVROS,1,39.90,Pix,Sudeste,1699964,2024-02-17
1183,Carregador Portátil,Eletrônicos,1,"R$ 79,90",Cartão de Crédito,Centro-Oeste,1797250,15/04/24
1036,Fone de Ouvido Bluetooth,Eletronicos,2,129.90,Boleto,Nordeste,8066071,17-12-2024
1426,Luminária de Mesa,Casa e Decoração,3,"R$ 89,90",Cartão de Débito,Centro-Oeste,2705170,22/10/24
1396,Fone de Ouvido Bluetooth,eletronicos,1,129.90,Cartão de Crédito,Centro-Oeste,6483266,31-08-2024
1234,Livro - O Poder do Hábito,livros,1,39.90,Boleto,Centro-Oeste,2494720,2024-07-21
1063,Jogo de Panelas,Casa e Decoração,2,189.90,Boleto,Sul,5335676,2024-02-20
1541,Livro - Hábitos Atômicos,LIVROS,2,"R$ 44,90",Boleto,Norte,2097574,2024-01-21
1463,Smartwatch Fit,ELETRÔNICOS,2,"R$ 349,90",Boleto,Sudeste,5496337,2024-02-03
1395,Cafeteira Elétrica,casa e decoracao,3,219.90,Pix,Centro-Oeste,5915256,21/09/2024
1038,Luminária de Mesa,casa e decoracao,2,"R$ 89,90",Cartão de Crédito,Nordeste,5700215,18-10-2024
1525,Carregador Portátil,ELETRÔNICOS,1,79.90,Cartão de Crédito,Sudeste,1118183,09-01-2024
1209,Mochila Executiva, Moda,1,159.90,Boleto,Nordeste,7161287,21/12/24
1429,Jogo de Panelas,Casa e Decoração,1,"R$ 189,90",Pix,Sudeste,5521941,2024-04-23
1047,Mochila Executiva,moda,2,159.90,Cartão de Crédito,Centro-Oeste,1444085,2024-03-06
1613,Camiseta Básica,Moda,1,"R$ 49,90",Cartão de Débito,Sul,7056596,14/05/24
1178,Carregador Portátil,ELETRÔNICOS,1,79.90,Cartão de Crédito,Centro-Oeste,3161525,18/09/2024
1095,Camiseta Básica, Moda,1,49.90,,Sul,1243366,2024-02-26
1289,Mochila Executiva,MODA,2,159.90,Boleto,Sudeste,6097726,2024-07-10
1471,Bicicleta Ergométrica, Esporte ,2,899.90,Cartão de Crédito,Norte,,30-07-2024
1162,Cafeteira Elétrica,Casa e Decoração,3,219.90,Pix,Centro-Oeste,9609385,2024-03-11
1050,Cafeteira Elétrica,Casa e Decoração,2,219.90,Pix,Nordeste,3749620,21/04/2024
1122,Luminária de Mesa,Casa e Decoração,3,89.90,Boleto,Norte,7172157,2024-06-21
1623,Livro - O Poder do Hábito,Livros,2,39.90,Cartão de Crédito,Nordeste,3519029,10/07/24
1187,Bicicleta Ergométrica,ESPORTE,2,899.90,Cartão de Débito,Sul,5177208,12/10/2024
1068,Camiseta Básica,MODA,2,49.90,Pix,Sul,8141650,29/11/2024
1335,Tênis de Corrida, Esporte ,1,259.90,Boleto,Sudeste,5835208,26/05/2024
1610,Livro - O Poder do Hábito,livros,1,"R$ 39,90",Boleto,Sudeste,7570632,24-08-2024
1626,Camiseta Básica,MODA,2,49.90,Boleto,Sudeste,5891502,25-05-2024
1481,Mochila Executiva,Moda,1,"R$ 159,90",Cartão de Débito,Norte,6826319,2024-08-06
1148,Livro - O Poder do Hábito, Livros,1,"R$ 39,90",Cartão de Crédito,Norte,3762606,2024-11-16
1173,Smartwatch Fit,ELETRÔNICOS,3,"R$ 349,90",Boleto,Centro-Oeste,6301958,18-02-2024
1598,Mochila Executiva,moda,2,"R$ 159,90",Boleto,Sul,5498450,21/04/2024
1295,Carregador Portátil, Eletrônicos ,3,79.90,Cartão de Débito,Centro-Oeste,6713470,29/12/24
1539,Cafeteira Elétrica,Casa e Decoração,3,"R$ 219,90",Pix,Norte,1535303,06-02-2024
1331,Camiseta Básica,Moda,2,49.90,Pix,Norte,7302428,2024-12-02
1594,Mochila Executiva,moda,1,"R$ 159,90",Boleto,Nordeste,8604497,17/03/24
1605,Livro - Hábitos Atômicos,LIVROS,1,,Cartão de Crédito,Nordeste,7895616,23-03-2024
1618,Camiseta Básica, Moda,3,49.90,Boleto,Norte,8208054,08/09/2024
1608,Livro - Hábitos Atômicos, Livros,1,44.90,Boleto,Centro-Oeste,7182967,2024-02-13
1468,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Pix,Sudeste,2865702,06/06/24
1547,Bicicleta Ergométrica,ESPORTE,2,899.90,Pix,Sul,5259232,04-06-2024
1001,Bicicleta Ergométrica,Esporte,2,899.90,Cartão de Débito,Sul,8359603,11/04/2024
1529,Fone de Ouvido Bluetooth,Eletrônicos,3,"R$ 129,90",Cartão de Débito,Nordeste,6477631,05/07/24
1147,Smartwatch Fit,Eletronicos,1,"R$ 349,90",Pix,Sul,6669970,04-06-2024
1545,Camiseta Básica,MODA,1,49.90,Cartão de Crédito,Nordeste,7824992,2024-04-14
1368,Camiseta Básica,MODA,2,49.90,Pix,Sudeste,4548459,15/10/24
1419,Carregador Portátil,eletronicos,2,"R$ 79,90",Cartão de Débito,Nordeste,3627070,27/06/24
1022,Luminária de Mesa,Casa e decoração ,1,89.90,Boleto,Sudeste,9320082,26/01/2024
1060,Cafeteira Elétrica,Casa e Decoração,1,"R$ 219,90",Cartão de Débito,Centro-Oeste,6582188,20-10-2024
1175,Livro - O Poder do Hábito, Livros,3,39.90,Pix,Nordeste,4618224,01/03/24
1250,Smartwatch Fit,Eletronicos,2,"R$ 349,90",Pix,Norte,5979757,05/01/24
1312,Fone de Ouvido Bluetooth, Eletrônicos ,2,"R$ 129,90",Pix,Norte,3247428,04/12/2024
1382,Fone de Ouvido Bluetooth, Eletrônicos ,1,129.90,Cartão de Crédito,Norte,5821348,27-07-2024
1184,Fone de Ouvido Bluetooth,eletronicos,2,"R$ 129,90",Pix,Norte,6253242,2024-05-28
1027,Jogo de Panelas,casa e decoracao,3,"R$ 189,90",Pix,Norte,9004257,24/06/2024
1365,Carregador Portátil,Eletrônicos,2,79.90,Boleto,Sudeste,9430658,2024-03-12
1053,Smartwatch Fit,ELETRÔNICOS,1,349.90,Cartão de Débito,Sul,8135180,21-11-2024
1249,Smartwatch Fit,Eletronicos,3,"R$ 349,90",Cartão de Crédito,Centro-Oeste,2129898,27-01-2024
1208,Carregador Portátil,ELETRÔNICOS,1,"R$ 79,90",Boleto,Nordeste,6253617,2024-08-13
1636,Fone de Ouvido Bluetooth,eletronicos,2,"R$ 129,90",Boleto,Centro-Oeste,9824195,28/11/24
1449,Camiseta Básica,Moda,1,49.90,Pix,Centro-Oeste,,30/07/2024
1546,Luminária de Mesa,Casa e Decoração,1,"R$ 89,90",Boleto,Norte,6503421,06-04-2024
1570,Luminária de Mesa,casa e decoracao,2,"R$ 89,90",Cartão de Crédito,Norte,4555732,18-10-2024
1294,Livro - O Poder do Hábito,livros,1,39.90,,Sudeste,8767933,2024-11-29
1398,Smartwatch Fit,ELETRÔNICOS,2,349.90,Boleto,Sul,6527431,26/05/24
1013,Bicicleta Ergométrica,esporte,1,899.90,Cartão de Débito,Sul,9835773,2024-09-27
1010,Bicicleta Ergométrica, Esporte ,3,"R$ 899,90",Cartão de Débito,Sul,8433003,23-06-2024
1078,Livro - O Poder do Hábito,Livros,1,39.90,Cartão de Débito,Nordeste,8994893,11/12/2024
1316,Jogo de Panelas,casa e decoracao,2,"R$ 189,90",Cartão de Crédito,Sudeste,3862895,31-05-2024
1378,Livro - Hábitos Atômicos,Livros,2,44.90,Cartão de Débito,Norte,9536293,20/01/2024
1168,Camiseta Básica,MODA,3,49.90,Boleto,Nordeste,6262292,31/08/2024
1399,Camiseta Básica, Moda,1,"R$ 49,90",Pix,Nordeste,7479277,09-06-2024
1154,Fone de Ouvido Bluetooth,Eletrônicos,2,129.90,Boleto,Sul,6781049,15/09/24
1273,Smartwatch Fit,Eletrônicos,1,349.90,Cartão de Débito,Sul,7783504,16-07-2024
1252,Tênis de Corrida,esporte,1,259.90,Cartão de Crédito,Sul,,04/01/2024
1540,Carregador Portátil,eletronicos,3,79.90,Pix,Sudeste,9433968,11-02-2024
1105,Mochila Executiva,MODA,2,"R$ 159,90",Pix,Nordeste,2391904,2024-06-23
1140,Livro - O Poder do Hábito, Livros,1,39.90,Cartão de Crédito,Norte,3513695,15-07-2024
1267,Cafeteira Elétrica,Casa e decoração ,1,"R$ 219,90",Cartão de Crédito,Sul,4584020,08/09/2024
1448,Camiseta Básica,Moda,1,49.90,Pix,Centro-Oeste,5485155,30/07/2024
1061,Smartwatch Fit,ELETRÔNICOS,2,349.90,Cartão de Crédito,Sul,3444830,07-02-2024
1369,Mochila Executiva,moda,2,159.90,Pix,Sul,6614944,03/04/2024
1577,Mochila Executiva,MODA,2,"R$ 159,90",Cartão de Débito,Sudeste,3001256,2024-05-22
1362,Tênis de Corrida,Esporte,1,"R$ 259,90",Boleto,Norte,,08/07/24
1193,Luminária de Mesa,CASA E DECORAÇÃO,2,89.90,Pix,Sul,3293737,2024-03-27
1527,Carregador Portátil,Eletrônicos,3,"R$ 79,90",Cartão de Crédito,Norte,4860196,03/06/2024
1266,Mochila Executiva, Moda,1,"R$ 159,90",Pix,Nordeste,1462720,2024-03-31
1460,Bicicleta Ergométrica,Esporte,2,"R$ 899,90",Cartão de Débito,Centro-Oeste,7719452,09/09/2024
1633,Bicicleta Ergométrica,Esporte,1,"R$ 899,90",Boleto,Centro-Oeste,8539708,21/07/24
1538,Camiseta Básica,MODA,2,"R$ 49,90",Cartão de Débito,Centro-Oeste,3271895,2024-10-25
1519,Tênis de Corrida,Esporte,3,"R$ 259,90",,Sudeste,9856658,30/10/24
1388,Livro - Hábitos Atômicos,LIVROS,2,44.90,Pix,Centro-Oeste,4638768,20/05/2024
1200,Fone de Ouvido Bluetooth,eletronicos,1,129.90,Boleto,Centro-Oeste,2260306,2024-01-09
1323,Carregador Portátil,Eletrônicos,1,79.90,Cartão de Débito,Centro-Oeste,3709076,25-11-2024
1391,Mochila Executiva,Moda,1,159.90,Pix,Sul,9987269,04/07/24
1406,Fone de Ouvido Bluetooth,ELETRÔNICOS,1,"R$ 129,90",Cartão de Crédito,Norte,7121193,01/11/24
1435,Camiseta Básica,MODA,2,49.90,Boleto,Norte,9589252,11-04-2024
1348,Smartwatch Fit,Eletronicos,1,349.90,Cartão de Crédito,Norte,1745717,24-11-2024
1484,Camiseta Básica, Moda,1,49.90,Cartão de Crédito,Centro-Oeste,2752333,05/11/2024
1324,Fone de Ouvido Bluetooth,Eletronicos,1,129.90,Cartão de Débito,Sul,2291470,08/10/24
1307,Carregador Portátil, Eletrônicos ,1,79.90,Pix,Nordeste,8469745,03-02-2024
1563,Livro - Hábitos Atômicos, Livros,3,"R$ 44,90",Pix,Sudeste,9755593,2024-06-03
1310,Camiseta Básica,Moda,1,49.90,Cartão de Crédito,Centro-Oeste,5190789,30/12/2024
1269,Livro - Hábitos Atômicos,Livros,1,44.90,Cartão de Débito,Norte,2655344,2024-12-26
1624,Carregador Portátil,Eletrônicos,1,79.90,Cartão de Débito,Nordeste,3118216,23-01-2024
1320,Livro - Hábitos Atômicos,Livros,3,44.90,Cartão de Débito,Sudeste,7738451,07-03-2024
1219,Carregador Portátil,ELETRÔNICOS,2,79.90,Pix,Nordeste,8501632,19-07-2024
1513,Fone de Ouvido Bluetooth,ELETRÔNICOS,1,129.90,Cartão de Débito,Norte,1060527,18/03/24
1442,Mochila Executiva,moda,2,159.90,Cartão de Crédito,Nordeste,8940887,17/09/2024
1072,Fone de Ouvido Bluetooth,Eletronicos,2,"R$ 129,90",Cartão de Crédito,Centro-Oeste,2924663,17/02/24
1303,Smartwatch Fit,ELETRÔNICOS,2,349.90,Boleto,Sul,4281350,01/06/24
1261,Luminária de Mesa,CASA E DECORAÇÃO,2,"R$ 89,90",Cartão de Débito,Sul,6799219,16-01-2024
1138,Carregador Portátil,ELETRÔNICOS,1,79.90,Cartão de Débito,Sudeste,6776629,19-12-2024
1414,Luminária de Mesa,Casa e Decoração,3,89.90,Pix,Centro-Oeste,5895203,08/10/2024
1003,Luminária de Mesa,CASA E DECORAÇÃO,2,89.90,Cartão de Débito,Sudeste,5803849,04-03-2024
1170,Luminária de Mesa,Casa e Decoração,1,89.90,Boleto,Sudeste,,01-08-2024
1523,Livro - Hábitos Atômicos,LIVROS,1,44.90,Boleto,Nordeste,4493782,2024-03-02
1371,Smartwatch Fit,Eletrônicos,2,"R$ 349,90",Cartão de Crédito,Centro-Oeste,9553430,03/12/2024
1501,Jogo de Panelas,Casa e decoração ,1,"R$ 189,90",Pix,Sudeste,2827618,2024-11-11
1150,Mochila Executiva,Moda,2,159.90,Pix,Centro-Oeste,5012824,17/11/24
1438,Carregador Portátil,eletronicos,1,"R$ 79,90",Cartão de Crédito,Nordeste,8373482,2024-01-08
1274,Cafeteira Elétrica,casa e decoracao,1,"R$ 219,90",Cartão de Crédito,Nordeste,1328326,19/08/2024
1349,Livro - O Poder do Hábito, Livros,2,"R$ 39,90",Cartão de Débito,Centro-Oeste,7473841,14/02/24
1542,Bicicleta Ergométrica,Esporte,3,899.90,Boleto,Sul,6250361,01/09/24
1444,Livro - O Poder do Hábito, Livros,1,"R$ 39,90",Cartão de Crédito,Nordeste,7343911,13/09/2024
1467,Cafeteira Elétrica,Casa e Decoração,3,219.90,Cartão de Débito,Centro-Oeste,1745341,2024-04-16
1561,Fone de Ouvido Bluetooth, Eletrônicos ,1,"R$ 129,90",Pix,Centro-Oeste,3219365,24-10-2024
1146,Smartwatch Fit,ELETRÔNICOS,2,349.90,Boleto,Norte,3981786,14/12/24
1257,Smartwatch Fit,Eletrônicos,1,"R$ 349,90",Cartão de Crédito,Sul,6370151,2024-12-17
1535,Jogo de Panelas,Casa e Decoração,3,189.90,Boleto,Sul,6362444,2024-08-07
1534,Camiseta Básica,moda,2,49.90,Cartão de Crédito,Centro-Oeste,9548500,2024-10-10
1615,Cafeteira Elétrica,Casa e decoração ,2,219.90,Cartão de Crédito,Sudeste,5155516,09-12-2024
1556,Mochila Executiva,MODA,1,159.90,Boleto,Sul,5968486,27-10-2024
1604,Livro - Hábitos Atômicos,LIVROS,1,44.90,Cartão de Crédito,Nordeste,7895616,23-03-2024
1026,Bicicleta Ergométrica, Esporte ,2,899.90,Pix,Sudeste,3200270,30/11/2024
1591,Livro - O Poder do Hábito, Livros,1,39.90,Cartão de Débito,Norte,3958902,2024-07-31
1453,Fone de Ouvido Bluetooth,Eletronicos,3,129.90,Cartão de Débito,Norte,9784537,13/07/2024
1520,Fone de Ouvido Bluetooth, Eletrônicos ,3,129.90,Boleto,Norte,8509962,2024-01-22
1319,Smartwatch Fit,eletronicos,3,349.90,Boleto,Sudeste,7816933,31/01/24
1329,Tênis de Corrida,Esporte,2,259.90,Boleto,Nordeste,2765775,20/04/2024
1559,Livro - O Poder do Hábito,LIVROS,1,39.90,Pix,Centro-Oeste,3938503,2024-11-30
1379,Livro - O Poder do Hábito,LIVROS,2,"R$ 39,90",Pix,Sul,1550802,2024-01-06
1195,Tênis de Corrida,ESPORTE,1,259.90,Cartão de Débito,Centro-Oeste,1257006,31/01/24
1028,Jogo de Panelas,Casa e Decoração,1,189.90,Pix,Sul,8239564,19/06/2024
1214,Livro - O Poder do Hábito,livros,1,39.90,Pix,Centro-Oeste,2406118,2024-01-13
1081,Carregador Portátil,eletronicos,1,79.90,Cartão de Débito,Nordeste,1153920,24-08-2024
1386,Luminária de Mesa,casa e decoracao,2,"R$ 89,90",Boleto,Nordeste,4387234,2024-04-12
1198,Fone de Ouvido Bluetooth,Eletrônicos,2,"R$ 129,90",Cartão de Débito,Sudeste,1154719,13/07/24
1156,Mochila Executiva,Moda,2,"R$ 159,90",Pix,Sudeste,7329516,14-10-2024
1167,Bicicleta Ergométrica,esporte,3,"R$ 899,90",Cartão de Débito,Nordeste,8739102,2024-04-29
1040,Tênis de Corrida,esporte,1,"R$ 259,90",Cartão de Débito,Norte,2193466,2024-01-24
1032,Mochila Executiva,Moda,1,159.90,,Sul,5371163,19/06/2024
1482,Bicicleta Ergométrica,Esporte,2,"R$ 899,90",Cartão de Débito,Sudeste,8464317,17/10/24
1403,Livro - Hábitos Atômicos,LIVROS,2,44.90,Cartão de Débito,Sul,9835181,03/10/24
1558,Jogo de Panelas,CASA E DECORAÇÃO,1,189.90,Pix,Centro-Oeste,8593229,03/06/2024
1004,Fone de Ouvido Bluetooth,eletronicos,1,129.90,Cartão de Crédito,Centro-Oeste,5554464,10-02-2024
1385,Jogo de Panelas,Casa e Decoração,2,189.90,Pix,Sudeste,3924487,2024-12-10
1071,Cafeteira Elétrica,Casa e Decoração,1,219.90,Pix,Centro-Oeste,8941124,2024-05-16
1217,Livro - O Poder do Hábito,LIVROS,2,39.90,Boleto,Centro-Oeste,8037398,2024-01-15
1014,Livro - O Poder do Hábito, Livros,2,39.90,Boleto,Sul,2049346,2024-09-21
1576,Mochila Executiva,Moda,1,159.90,Pix,Norte,5472774,05/08/24
1179,Jogo de Panelas,Casa e Decoração,2,189.90,Boleto,Norte,2196046,10/05/2024
1507,Tênis de Corrida, Esporte ,3,259.90,Pix,Norte,1173688,19/12/2024
1397,Livro - Hábitos Atômicos,livros,2,44.90,Boleto,Nordeste,6818332,21/10/24
1543,Livro - Hábitos Atômicos,LIVROS,2,44.90,Cartão de Crédito,Centro-Oeste,9714694,13-09-2024
1427,Bicicleta Ergométrica,ESPORTE,1,899.90,Pix,Nordeste,7755782,10-06-2024
1477,Luminária de Mesa,Casa e Decoração,1,89.90,Cartão de Crédito,Nordeste,8649910,08-06-2024
1225,Tênis de Corrida,ESPORTE,1,259.90,Pix,Sudeste,8368269,30/11/2024
1595,Tênis de Corrida,esporte,1,"R$ 259,90",Pix,Norte,3883659,10/03/24
1202,Carregador Portátil,Eletronicos,2,"R$ 79,90",Pix,Centro-Oeste,9038233,16/06/24
1461,Carregador Portátil,Eletronicos,1,"R$ 79,90",Cartão de Crédito,Nordeste,1601148,26-01-2024
1204,Smartwatch Fit,Eletrônicos,1,349.90,Pix,Sudeste,3170089,06/06/24
1211,Mochila Executiva,MODA,1,"R$ 159,90",Pix,Sul,7932808,20/11/24
1401,Smartwatch Fit,Eletrônicos,2,"R$ 349,90",Cartão de Débito,Norte,2363106,2024-10-07
1067,Luminária de Mesa,Casa e decoração ,2,"R$ 89,90",Boleto,Norte,1339783,08-05-2024
1548,Livro - Hábitos Atômicos, Livros,2,44.90,Boleto,Norte,5673186,2024-03-26
1394,Smartwatch Fit, Eletrônicos ,1,349.90,,Sul,3389819,2024-10-11
1207,Cafeteira Elétrica,Casa e Decoração,1,219.90,Cartão de Débito,Norte,4203468,08-05-2024
1262,Fone de Ouvido Bluetooth,Eletronicos,2,"R$ 129,90",Pix,Centro-Oeste,7750903,11/11/2024
1498,Carregador Portátil,Eletrônicos,1,79.90,,Norte,6119627,29-08-2024
1376,Camiseta Básica,Moda,3,49.90,Boleto,Sudeste,4513520,27-04-2024
1074,Mochila Executiva, Moda,2,159.90,Pix,Nordeste,9022886,16/05/24
1509,Tênis de Corrida,Esporte,3,"R$ 259,90",Boleto,Centro-Oeste,4027917,2024-03-02
1360,Carregador Portátil,eletronicos,2,79.90,Boleto,Norte,3395753,12-03-2024
1415,Smartwatch Fit,eletronicos,3,"R$ 349,90",Boleto,Nordeste,2960405,10/08/2024
1372,Cafeteira Elétrica,CASA E DECORAÇÃO,1,219.90,Cartão de Crédito,Centro-Oeste,3193260,2024-10-28
1263,Mochila Executiva,moda,3,"R$ 159,90",Cartão de Crédito,Centro-Oeste,6883491,26/09/24
1084,Jogo de Panelas,casa e decoracao,2,"R$ 189,90",Boleto,Norte,5106694,2024-06-29
1169,Luminária de Mesa,Casa e Decoração,1,89.90,Boleto,Sudeste,7504806,01-08-2024
1505,Cafeteira Elétrica,CASA E DECORAÇÃO,3,219.90,Cartão de Crédito,Sudeste,9704652,10/06/24
1284,Luminária de Mesa,Casa e Decoração,1,89.90,Pix,Nordeste,9514469,17/07/2024
1340,Carregador Portátil,Eletrônicos,3,79.90,Pix,Centro-Oeste,6866074,11-11-2024
1475,Camiseta Básica,moda,1,49.90,Pix,Nordeste,3347787,2024-09-04
1242,Mochila Executiva, Moda,3,159.90,Cartão de Débito,Centro-Oeste,7590084,2024-12-30
1005,Livro - O Poder do Hábito, Livros,3,39.90,Boleto,Norte,5010167,15-12-2024
1564,Livro - Hábitos Atômicos,LIVROS,2,44.90,Boleto,Sudeste,4569158,2024-06-23
1440,Tênis de Corrida, Esporte ,1,259.90,Cartão de Crédito,Sudeste,7367676,26-08-2024
1631,Bicicleta Ergométrica,Esporte,1,899.90,Boleto,Centro-Oeste,1741085,04-12-2024
1121,Camiseta Básica,moda,1,"R$ 49,90",Boleto,Sul,2264302,05/09/2024
1136,Mochila Executiva,MODA,3,159.90,Cartão de Débito,Nordeste,4060508,13-08-2024
1333,Jogo de Panelas,Casa e decoração ,3,189.90,Boleto,Norte,9888710,08/03/2024
1363,Livro - Hábitos Atômicos,Livros,3,44.90,Pix,Nordeste,9918583,23/09/24
1152,Mochila Executiva,moda,1,159.90,Pix,Sul,8642125,2024-09-20
1098,Cafeteira Elétrica,Casa e Decoração,1,219.90,Cartão de Crédito,Sul,5505639,13-06-2024
1499,Bicicleta Ergométrica,ESPORTE,2,899.90,Pix,Nordeste,3744036,18-06-2024
1506,Jogo de Panelas,Casa e decoração ,1,189.90,Pix,Norte,7408472,2024-05-16
1443,Cafeteira Elétrica,Casa e Decoração,1,219.90,Pix,Nordeste,9027402,06/05/2024
